module,binary,sample,seqlen,inputsize,ppn,mem,trial,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,MajorFaults,MaxRSS,MinorFaults,PageSize,PercentCPU,SignalsDeliv,SocketMsgRecv,SocketMsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime
velvet,velvetg,LS002,20M,3.15G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,36065154,3916603,1607,3,10350304,1292466,4096,100%,0,0,0,0,7.91,1449.63,2057,24:16.99
velvet,velvetg,LS002,20M,3.15G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,36065154,3916603,1593,3,10350308,1292485,4096,100%,0,0,0,0,8.15,1456.92,2050,24:24.49
velvet,velvetg,LS002,20M,3.15G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,36065154,3916603,1589,3,10350424,1292522,4096,100%,0,0,0,0,8.08,1453.65,2051,24:21.15
velvet,velvetg,LS002,20M,3.15G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,36065154,3916611,1769,3,10350304,1291943,4096,100%,0,0,0,0,7.84,1451.91,2045,24:19.16
velvet,velvetg,LS002,20M,3.15G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,36065154,3916603,5810,3,10350304,1291937,4096,100%,0,0,0,0,7.96,1452.63,2059,24:20.33
velvet,velvetg,LS002,20M,3.15G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,36065154,3916603,1634,3,10350308,1292444,4096,100%,0,0,0,0,8.25,1463.75,2066,24:31.41
velvet,velvetg,LS002,20M,3.15G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,36065154,3916611,2411,3,10350308,1446814,4096,100%,0,0,0,0,8.06,1557.84,2053,26:05.19
velvet,velvetg,LS002,25M,4.0G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45223835,4908673,2509,3,12563380,2674093,4096,100%,0,0,0,0,10.97,2160.85,2576,36:11.22
velvet,velvetg,LS002,25M,4.0G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45224595,4908673,2276,3,12563384,1614813,4096,100%,0,0,0,0,10.38,1839.02,2556,30:48.99
velvet,velvetg,LS002,25M,4.0G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45223827,4908673,2028,3,12563384,1614795,4096,100%,0,0,0,0,10.32,1848.50,2534,30:58.41
velvet,velvetg,LS002,25M,4.0G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45223827,4908673,2154,3,12563380,1614795,4096,100%,0,0,0,0,8.98,1670.89,2535,27:59.46
velvet,velvetg,LS002,25M,4.0G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45223827,4908673,2381,3,12563384,2155923,4096,100%,0,0,0,0,10.40,2074.94,2515,34:44.64
velvet,velvetg,LS002,25M,4.0G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45223827,4908665,2015,3,12563380,1614285,4096,100%,0,0,0,0,9.80,1841.87,2536,30:50.95
velvet,velvetg,LS002,25M,4.0G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45224595,4908673,2036,3,12563380,1614805,4096,100%,0,0,0,0,10.17,1839.44,2552,30:49.17
velvet,velvetg,LS002,25M,4.0G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,45223827,4908673,2396,3,12563384,2939803,4096,100%,0,0,0,0,11.20,2185.61,2559,36:35.89
velvet,velvetg,LS002,30M,4.8G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742102,5805565,2410,3,14521504,1910764,4096,100%,0,0,0,0,12.01,2209.88,2985,37:01.51
velvet,velvetg,LS002,30M,4.8G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742102,5805565,2461,3,14521512,1912412,4096,100%,0,0,0,0,11.52,2209.68,2982,37:00.60
velvet,velvetg,LS002,30M,4.8G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742358,5805565,3045,3,14521504,3926159,4096,100%,0,0,0,0,14.03,2712.45,2929,45:25.43
velvet,velvetg,LS002,30M,4.8G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742102,5805565,2419,3,14521508,1911382,4096,100%,0,0,0,0,11.70,2219.85,2994,37:10.93
velvet,velvetg,LS002,30M,4.8G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742102,5805557,2924,3,14521504,3727406,4096,100%,0,0,0,0,13.43,2681.14,2854,44:52.76
velvet,velvetg,LS002,30M,4.8G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742870,5805565,2905,3,14521508,3355444,4096,100%,0,0,0,0,13.10,2657.48,2978,44:29.58
velvet,velvetg,LS002,30M,4.8G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742102,5805565,2646,3,14521508,1911346,4096,100%,0,0,0,0,11.96,2211.56,2973,37:03.16
velvet,velvetg,LS002,30M,4.8G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,53742102,5805565,2402,3,14521504,1911356,4096,100%,0,0,0,0,12.02,2205.75,2997,36:57.17
velvet,velvetg,LS002,35M,5.5G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62840586,6770754,2998,3,16544332,2225982,4096,100%,0,0,0,0,13.73,2609.51,3418,43:42.58
velvet,velvetg,LS002,35M,5.5G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62840586,6770762,3481,3,16544332,2226034,4096,100%,0,0,0,0,13.40,2607.08,3468,43:40.00
velvet,velvetg,LS002,35M,5.5G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62840586,6770762,9277,3,16544332,2226512,4096,99%,0,0,0,0,13.94,2604.30,3438,43:38.27
velvet,velvetg,LS002,35M,5.5G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62840586,6770762,4281,3,16544332,2226512,4096,100%,0,0,0,0,13.77,2616.30,3435,43:49.54
velvet,velvetg,LS002,35M,5.5G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62840586,6770762,2996,3,16544336,2226007,4096,100%,0,0,0,0,13.84,2599.32,3444,43:32.54
velvet,velvetg,LS002,35M,5.5G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62841386,6770754,3120,3,16544332,2226021,4096,100%,0,0,0,0,14.11,2597.71,3455,43:31.34
velvet,velvetg,LS002,35M,5.5G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62841386,6770762,2934,3,16544332,2226499,4096,100%,0,0,0,0,13.85,2599.77,3427,43:32.36
velvet,velvetg,LS002,35M,5.5G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,62840586,6770754,3261,3,16544332,2226547,4096,100%,0,0,0,0,13.82,2610.53,3469,43:43.74
velvet,velvetg,LS002,40M,6.4G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72126648,7716598,3809,3,18551008,2545839,4096,100%,0,0,0,0,14.15,2763.78,3861,46:17.71
velvet,velvetg,LS002,40M,6.4G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72127416,7716598,3672,3,18551128,2546493,4096,100%,0,0,0,0,16.01,3013.03,3908,50:28.59
velvet,velvetg,LS002,40M,6.4G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72126648,7716598,4638,3,18551004,5300583,4096,100%,0,0,0,0,18.13,3748.36,3857,1:02:45
velvet,velvetg,LS002,40M,6.4G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72160952,7716590,3942,3,18551004,2544811,4096,100%,0,0,0,0,15.17,3023.17,4196,50:36.80
velvet,velvetg,LS002,40M,6.4G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72127416,7716598,6567,3,18551004,2545316,4096,100%,0,0,0,0,30.27,5854.73,3857,1:38:03
velvet,velvetg,LS002,40M,6.4G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72127480,7716598,3616,3,18551008,2545334,4096,100%,0,0,0,0,15.58,3003.44,3923,50:18.70
velvet,velvetg,LS002,40M,6.4G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72127416,7716598,3285,3,18551008,2545789,4096,100%,0,0,0,0,15.46,3003.31,3877,50:18.33
velvet,velvetg,LS002,40M,6.4G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,72127424,7716598,3372,3,18551008,2545414,4096,100%,0,0,0,0,15.64,3015.18,3897,50:30.37
velvet,velvetg,LS002,5M,0.706G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096480,416,3,3326568,350090,4096,100%,0,0,0,0,2.10,299.28,561,5:01.21
velvet,velvetg,LS002,5M,0.706G,11,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096472,331,3,3326568,349577,4096,100%,0,0,0,0,2.38,299.03,559,5:01.30
velvet,velvetg,LS002,5M,0.706G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096472,512,3,3326564,350595,4096,100%,0,0,0,0,2.36,301.64,555,5:03.91
velvet,velvetg,LS002,5M,0.706G,2,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096472,404,3,3326568,349574,4096,100%,0,0,0,0,2.38,299.89,555,5:02.15
velvet,velvetg,LS002,5M,0.706G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096472,328,3,3326564,350089,4096,100%,0,0,0,0,2.09,299.09,559,5:01.01
velvet,velvetg,LS002,5M,0.706G,5,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096472,332,3,3326564,349589,4096,100%,0,0,0,0,2.36,299.86,571,5:02.14
velvet,velvetg,LS002,5M,0.706G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096480,328,3,3326568,349069,4096,100%,0,0,0,0,2.36,299.51,560,5:01.71
velvet,velvetg,LS002,5M,0.706G,8,64G,1,0,0,0,0,0,"./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202",0,8237824,1096480,330,3,3326568,349584,4096,100%,0,0,0,0,2.23,298.02,565,5:00.10
