module,sample,seqlen,ppn,mem,trial,AvgRSS,AvgSharedTxt,AvgStack,AvgTotal,AvgUnsharedData,CommandTimed,ExitStatus,FileSysIn,FileSysOut,InvolCtxtSwitch,MajorFaults,MaxRSS,MinorFaults,PageSize,PercentCPU,SignalsDeliv,SocketMsgRecv,SocketMsgSent,Swaps,SystemTime,UserTime,VolCtxtSwitch,WallTime
velvet,LS002,15M,11,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925012,1087,3,8039132,967900,4096,100%,0,0,0,0,5.64,993.01,1546,998.26
velvet,LS002,15M,2,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925012,4758,3,8039136,968412,4096,100%,0,0,0,0,6.38,1067.18,1548,1073.45
velvet,LS002,15M,2,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925012,1110,3,8039132,967392,4096,99%,0,0,0,0,5.36,995.83,1548,1003.2
velvet,LS002,15M,2,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925004,4041,3,8039132,968424,4096,100%,0,0,0,0,6.14,1069.96,1558,1075.84
velvet,LS002,15M,5,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925012,1184,3,8039132,967385,4096,100%,0,0,0,0,5.98,1077.52,1544,1083.0
velvet,LS002,15M,5,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925012,1074,3,8039140,967911,4096,100%,0,0,0,0,5.57,970.93,1555,976.05
velvet,LS002,15M,5,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925012,1081,3,8039132,967398,4096,100%,0,0,0,0,5.57,990.85,1554,995.97
velvet,LS002,15M,8,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925004,1183,3,8039132,967912,4096,100%,0,0,0,0,6.21,1073.79,1559,1079.55
velvet,LS002,15M,8,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936334,2925004,1176,3,8039224,968438,4096,100%,0,0,0,0,6.07,1076.09,1575,1081.72
velvet,LS002,15M,8,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,26936326,2925004,1116,3,8039136,967908,4096,100%,0,0,0,0,5.54,993.29,1549,998.4
velvet,LS002,20M,11,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1618,3,10368080,1293461,4096,100%,0,0,0,0,8.18,1462.62,2050,1470.22
velvet,LS002,20M,11,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1514,3,10368080,1294483,4096,100%,0,0,0,0,7.32,1357.81,2046,1364.66
velvet,LS002,20M,11,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919590,1483,3,10368084,1293966,4096,100%,0,0,0,0,7.15,1359.28,2040,1365.94
velvet,LS002,20M,2,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1484,3,10368076,1293979,4096,100%,0,0,0,0,7.59,1357.16,2056,1364.37
velvet,LS002,20M,2,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107802,3919590,1601,3,10368076,1292963,4096,100%,0,0,0,0,8.15,1458.10,2087,1465.71
velvet,LS002,20M,2,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919590,5405,3,10368076,1293490,4096,100%,0,0,0,0,8.33,1449.85,2079,1458.11
velvet,LS002,20M,5,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107802,3919590,1606,3,10368076,1292952,4096,100%,0,0,0,0,8.35,1464.25,2068,1472.1
velvet,LS002,20M,5,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1598,3,10368076,1293997,4096,100%,0,0,0,0,8.14,1466.54,2074,1474.26
velvet,LS002,20M,5,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1500,3,10368076,1293416,4096,100%,0,0,0,0,7.59,1349.65,2036,1356.95
velvet,LS002,20M,8,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1829,3,10368076,1961828,4096,100%,0,0,0,0,8.61,1680.05,2026,1687.84
velvet,LS002,20M,8,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1474,3,10368148,1292980,4096,100%,0,0,0,0,7.35,1350.85,2035,1357.7
velvet,LS002,20M,8,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,36107034,3919598,1484,3,10368080,1292425,4096,100%,0,0,0,0,7.38,1352.20,2034,1359.32
velvet,LS002,25M,11,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900851,1883,3,12577952,1615356,4096,100%,0,0,0,0,9.05,1713.32,2546,1721.93
velvet,LS002,25M,11,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900851,1834,3,12578012,1615901,4096,100%,0,0,0,0,9.54,1678.61,2531,1687.7
velvet,LS002,25M,11,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280943,4900851,2051,3,12577948,1615854,4096,100%,0,0,0,0,10.52,1857.97,2532,1868.07
velvet,LS002,25M,2,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900851,8404,3,12577944,1616376,4096,100%,0,0,0,0,10.49,1847.28,2554,1857.68
velvet,LS002,25M,2,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280943,4900843,1930,3,12577944,1616367,4096,99%,0,0,0,0,9.76,1714.71,2538,1728.26
velvet,LS002,25M,2,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900843,1897,3,12577944,1615880,4096,99%,0,0,0,0,9.16,1718.43,2558,1731.28
velvet,LS002,25M,5,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900851,2072,3,12577944,1616352,4096,100%,0,0,0,0,10.22,1859.92,2520,1869.52
velvet,LS002,25M,5,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900851,2077,3,12577948,1615354,4096,100%,0,0,0,0,10.05,1871.88,2521,1881.36
velvet,LS002,25M,5,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900851,2150,3,12577952,1615835,4096,100%,0,0,0,0,10.42,1869.33,2514,1879.12
velvet,LS002,25M,8,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280943,4900851,2428,3,12577948,1615304,4096,100%,0,0,0,0,9.95,1859.13,2485,1868.42
velvet,LS002,25M,8,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900843,2078,3,12577944,1616383,4096,100%,0,0,0,0,9.66,1864.07,2550,1873.24
velvet,LS002,25M,8,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,45280175,4900851,1902,3,12577944,1615843,4096,100%,0,0,0,0,8.79,1719.38,2522,1727.66
velvet,LS002,30M,11,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887074,2908,3,14687160,1936163,4096,100%,0,0,0,0,12.06,2258.31,3023,2269.94
velvet,LS002,30M,11,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887074,2986,3,14687160,1936660,4096,100%,0,0,0,0,12.19,2262.67,2998,2274.51
velvet,LS002,30M,11,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887074,2265,3,14687160,1935125,4096,99%,0,0,0,0,10.64,2072.43,3022,2087.73
velvet,LS002,30M,2,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54447161,5887074,2286,3,14687160,1934541,4096,99%,0,0,0,0,11.19,2075.99,3012,2092.03
velvet,LS002,30M,2,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887074,2640,3,14687164,1934505,4096,100%,0,0,0,0,12.34,2252.95,2994,2264.81
velvet,LS002,30M,2,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887066,3424,3,14687268,2408850,4096,100%,0,0,0,0,11.88,2531.36,3006,2542.41
velvet,LS002,30M,5,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887074,4731,3,14687164,3158424,4096,100%,0,0,0,0,13.16,2668.63,2959,2681.24
velvet,LS002,30M,5,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54447161,5887066,2475,3,14687160,1934488,4096,100%,0,0,0,0,11.68,2259.44,2963,2270.58
velvet,LS002,30M,5,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54447161,5887074,2343,3,14687160,1936135,4096,100%,0,0,0,0,10.60,2074.12,3005,2084.18
velvet,LS002,30M,8,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887066,2734,3,14687160,1936168,4096,100%,0,0,0,0,11.05,2078.31,3021,2089.12
velvet,LS002,30M,8,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446393,5887066,2692,3,14687168,1935629,4096,99%,0,0,0,0,10.45,2086.17,3013,2101.29
velvet,LS002,30M,8,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,54446401,5887066,2580,3,14687184,1934513,4096,100%,0,0,0,0,12.69,2281.87,2998,2294.54
velvet,LS002,35M,11,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63622155,6828430,3600,3,16721944,3076407,4096,100%,0,0,0,0,13.82,2757.43,3444,2770.68
velvet,LS002,35M,11,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63622187,6828422,2880,3,16721940,2252209,4096,100%,0,0,0,0,12.71,2437.77,3476,2450.17
velvet,LS002,35M,11,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63622155,6828430,2916,3,16721936,2253731,4096,100%,0,0,0,0,13.87,2670.40,3469,2683.91
velvet,LS002,35M,2,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63621387,6828430,10504,3,16721936,2252182,4096,99%,0,0,0,0,14.68,2821.85,3445,2836.96
velvet,LS002,35M,2,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63621387,6828430,10674,3,16721936,2254256,4096,99%,0,0,0,0,13.03,2379.61,3480,2392.9
velvet,LS002,35M,2,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63622155,6828422,3833,3,16721940,2254254,4096,100%,0,0,0,0,13.98,2645.88,3481,2659.5
velvet,LS002,35M,5,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63622155,6828430,2927,3,16721940,2252716,4096,100%,0,0,0,0,14.33,2668.97,3481,2682.78
velvet,LS002,35M,5,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63621387,6828422,3056,3,16721936,2252703,4096,100%,0,0,0,0,14.15,2660.96,3462,2674.62
velvet,LS002,35M,5,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63621387,6828422,2860,3,16721940,2252715,4096,100%,0,0,0,0,12.48,2439.32,3473,2451.42
velvet,LS002,35M,8,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63621387,6828430,3120,3,16721940,2254243,4096,100%,0,0,0,0,13.93,2657.54,3469,2671.06
velvet,LS002,35M,8,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63621387,6828430,2930,3,16721936,2254217,4096,99%,0,0,0,0,14.75,2660.06,3438,2675.07
velvet,LS002,35M,8,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,63622155,6828430,2861,3,16721940,2253723,4096,100%,0,0,0,0,12.34,2429.28,3461,2441.27
velvet,LS002,40M,11,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72783585,7769748,4256,3,18700684,2568012,4096,100%,0,0,0,0,15.37,3070.07,3925,3084.82
velvet,LS002,40M,11,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769740,3395,3,18700628,2568487,4096,100%,0,0,0,0,15.85,3074.88,3938,3090.21
velvet,LS002,40M,11,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769748,4133,3,18700632,4919049,4096,100%,0,0,0,0,18.44,3602.60,3902,3619
velvet,LS002,40M,11,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769740,3166,3,18700632,2568986,4096,99%,0,0,0,0,14.78,2830.20,3917,2845.22
velvet,LS002,40M,2,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769740,3086,3,18700628,2568483,4096,99%,0,0,0,0,14.48,2819.39,3930,2834.04
velvet,LS002,40M,2,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72783585,7769748,3095,3,18700628,2568493,4096,99%,0,0,0,0,14.60,2818.06,3946,2839.0
velvet,LS002,40M,2,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784369,7769748,3685,3,18700680,2568528,4096,99%,0,0,0,0,14.48,2818.45,3928,2839.77
velvet,LS002,40M,5,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72783585,7769740,3424,3,18700760,2568492,4096,100%,0,0,0,0,15.73,3039.31,3931,3054.77
velvet,LS002,40M,5,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72783585,7769748,3184,3,18700628,2568495,4096,100%,0,0,0,0,14.24,2813.99,3934,2828.1
velvet,LS002,40M,5,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769748,3758,3,18700628,2568462,4096,99%,0,0,0,0,15.95,3043.37,3908,3059.34
velvet,LS002,40M,8,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769740,3490,3,18700628,2911854,4096,100%,0,0,0,0,16.35,3184.47,3921,3200.7
velvet,LS002,40M,8,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769748,3930,3,18700636,2660963,4096,100%,0,0,0,0,15.69,3128.03,3916,3143.26
velvet,LS002,40M,8,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,72784353,7769740,3874,3,18700632,3319134,4096,100%,0,0,0,0,16.50,3310.43,3923,3326.14
velvet,LS002,5M,11,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,8689315,1152294,369,3,3502404,369650,4096,100%,0,0,0,0,2.48,319.65,619,322.03
velvet,LS002,5M,11,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,8689315,1152294,367,3,3502400,369643,4096,100%,0,0,0,0,2.43,320.78,613,323.08
velvet,LS002,5M,11,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,8689315,1152294,327,3,3502396,369110,4096,100%,0,0,0,0,2.04,296.60,593,298.48
velvet,LS002,5M,2,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,8689331,1152286,1414,3,3502400,368602,4096,100%,0,0,0,0,2.22,318.53,596,320.69
velvet,LS002,5M,2,64G,2,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,8689315,1152286,327,3,3502400,368074,4096,100%,0,0,0,0,2.18,296.94,578,298.99
velvet,LS002,5M,2,64G,3,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,8689315,1152294,330,3,3502396,369110,4096,100%,0,0,0,0,2.14,298.18,591,300.18
velvet,LS002,5M,5,64G,1,0,0,0,0,0,./NGS-ann-program/BIN/velvetg ./outputDir/assembly -exp_cov auto -cov_cutoff auto -min_contig_lgth 100 -ins_length 202,0,8689315,1152294,360,3,3502400,369133,4096,100%,0,0,0,0,2.25,321.07,615,323.19
